FID,Lat,Long,Dry_days,Wet_days
0,28.75,80.0,283,82
1,29.0,79.25,291,74
2,29.0,79.5,263,102
3,29.0,79.75,269,96
4,29.0,80.0,270,95
5,29.25,79.0,277,88
6,29.25,79.25,259,106
7,29.25,79.5,254,111
8,29.25,79.75,248,117
9,29.25,80.0,220,145
10,29.25,80.25,226,139
11,29.5,78.75,303,62
12,29.5,79.0,300,65
13,29.5,79.25,266,99
14,29.5,79.5,256,109
15,29.5,79.75,201,164
16,29.5,80.0,199,166
17,29.5,80.25,214,151
18,29.75,78.0,290,75
19,29.75,78.25,294,71
20,29.75,78.5,297,68
21,29.75,78.75,301,64
22,29.75,79.0,287,78
23,29.75,79.25,265,100
24,29.75,79.5,225,140
25,29.75,79.75,195,170
26,29.75,80.0,209,156
27,29.75,80.25,232,133
28,30.0,77.75,262,103
29,30.0,78.0,288,77
30,30.0,78.25,270,95
31,30.0,78.5,280,85
32,30.0,78.75,275,90
33,30.0,79.0,248,117
34,30.0,79.25,226,139
35,30.0,79.5,206,159
36,30.0,79.75,200,165
37,30.0,80.0,219,146
38,30.0,80.25,223,142
39,30.0,80.5,225,140
40,30.25,78.0,242,123
41,30.25,78.25,239,126
42,30.25,78.5,242,123
43,30.25,78.75,239,126
44,30.25,79.0,237,128
45,30.25,79.25,232,133
46,30.25,79.5,218,147
47,30.25,79.75,200,165
48,30.25,80.0,214,151
49,30.25,80.25,217,148
50,30.25,80.5,221,144
51,30.25,80.75,221,144
52,30.25,81.0,225,140
53,30.5,78.0,231,134
54,30.5,78.25,252,113
55,30.5,78.5,243,122
56,30.5,78.75,226,139
57,30.5,79.0,243,122
58,30.5,79.25,251,114
59,30.5,79.5,248,117
60,30.5,79.75,210,155
61,30.5,80.0,202,163
62,30.5,80.25,212,153
63,30.75,77.75,230,135
64,30.75,78.0,213,152
65,30.75,78.25,212,153
66,30.75,78.5,209,156
67,30.75,78.75,206,159
68,30.75,79.0,232,133
69,30.75,79.25,249,116
70,30.75,79.5,246,119
71,30.75,79.75,222,143
72,30.75,80.0,205,160
73,31.0,78.0,218,147
74,31.0,78.25,196,169
75,31.0,78.5,193,172
76,31.0,78.75,194,171
77,31.0,79.0,216,149
78,31.0,79.25,246,119
79,31.0,79.5,246,119
80,31.0,79.75,240,125
81,31.25,78.25,194,171
82,31.25,79.0,214,151
