FID,Lat,Long,Dry_days,Wet_days
0,28.75,80.0,273,92
1,29.0,79.25,283,82
2,29.0,79.5,263,102
3,29.0,79.75,246,119
4,29.0,80.0,250,115
5,29.25,79.0,244,121
6,29.25,79.25,231,134
7,29.25,79.5,225,140
8,29.25,79.75,227,138
9,29.25,80.0,227,138
10,29.25,80.25,211,154
11,29.5,78.75,295,70
12,29.5,79.0,260,105
13,29.5,79.25,226,139
14,29.5,79.5,241,124
15,29.5,79.75,212,153
16,29.5,80.0,207,158
17,29.5,80.25,166,199
18,29.75,78.0,279,86
19,29.75,78.25,289,76
20,29.75,78.5,259,106
21,29.75,78.75,232,133
22,29.75,79.0,245,120
23,29.75,79.25,233,132
24,29.75,79.5,235,130
25,29.75,79.75,206,159
26,29.75,80.0,161,204
27,29.75,80.25,160,205
28,30.0,77.75,220,145
29,30.0,78.0,271,94
30,30.0,78.25,228,137
31,30.0,78.5,220,145
32,30.0,78.75,224,141
33,30.0,79.0,201,164
34,30.0,79.25,220,145
35,30.0,79.5,190,175
36,30.0,79.75,168,197
37,30.0,80.0,182,183
38,30.0,80.25,173,192
39,30.0,80.5,167,198
40,30.25,78.0,219,146
41,30.25,78.25,226,139
42,30.25,78.5,218,147
43,30.25,78.75,210,155
44,30.25,79.0,193,172
45,30.25,79.25,206,159
46,30.25,79.5,183,182
47,30.25,79.75,168,197
48,30.25,80.0,178,187
49,30.25,80.25,174,191
50,30.25,80.5,172,193
51,30.25,80.75,172,193
52,30.25,81.0,175,190
53,30.5,78.0,206,159
54,30.5,78.25,230,135
55,30.5,78.5,223,142
56,30.5,78.75,208,157
57,30.5,79.0,205,160
58,30.5,79.25,211,154
59,30.5,79.5,215,150
60,30.5,79.75,168,197
61,30.5,80.0,169,196
62,30.5,80.25,169,196
63,30.75,77.75,249,116
64,30.75,78.0,226,139
65,30.75,78.25,221,144
66,30.75,78.5,213,152
67,30.75,78.75,215,150
68,30.75,79.0,202,163
69,30.75,79.25,212,153
70,30.75,79.5,205,160
71,30.75,79.75,178,187
72,30.75,80.0,169,196
73,31.0,78.0,222,143
74,31.0,78.25,184,181
75,31.0,78.5,186,179
76,31.0,78.75,201,164
77,31.0,79.0,193,172
78,31.0,79.25,211,154
79,31.0,79.5,209,156
80,31.0,79.75,190,175
81,31.25,78.25,195,170
82,31.25,79.0,190,175
