FID,Lat,Long,Dry_days,Wet_days
0,28.75,80.0,257,108
1,29.0,79.25,240,125
2,29.0,79.5,240,125
3,29.0,79.75,246,119
4,29.0,80.0,237,128
5,29.25,79.0,257,108
6,29.25,79.25,232,133
7,29.25,79.5,228,137
8,29.25,79.75,233,132
9,29.25,80.0,228,137
10,29.25,80.25,218,147
11,29.5,78.75,259,106
12,29.5,79.0,256,109
13,29.5,79.25,230,135
14,29.5,79.5,242,123
15,29.5,79.75,232,133
16,29.5,80.0,226,139
17,29.5,80.25,204,161
18,29.75,78.0,272,93
19,29.75,78.25,254,111
20,29.75,78.5,258,107
21,29.75,78.75,233,132
22,29.75,79.0,232,133
23,29.75,79.25,239,126
24,29.75,79.5,230,135
25,29.75,79.75,217,148
26,29.75,80.0,216,149
27,29.75,80.25,208,157
28,30.0,77.75,262,103
29,30.0,78.0,268,97
30,30.0,78.25,240,125
31,30.0,78.5,232,133
32,30.0,78.75,235,130
33,30.0,79.0,223,142
34,30.0,79.25,214,151
35,30.0,79.5,232,133
36,30.0,79.75,209,156
37,30.0,80.0,217,148
38,30.0,80.25,198,167
39,30.0,80.5,200,165
40,30.25,78.0,230,135
41,30.25,78.25,240,125
42,30.25,78.5,242,123
43,30.25,78.75,241,124
44,30.25,79.0,219,146
45,30.25,79.25,204,161
46,30.25,79.5,192,173
47,30.25,79.75,198,167
48,30.25,80.0,206,159
49,30.25,80.25,201,164
50,30.25,80.5,201,164
51,30.25,80.75,197,168
52,30.25,81.0,205,160
53,30.5,78.0,219,146
54,30.5,78.25,236,129
55,30.5,78.5,234,131
56,30.5,78.75,201,164
57,30.5,79.0,205,160
58,30.5,79.25,205,160
59,30.5,79.5,198,167
60,30.5,79.75,194,171
61,30.5,80.0,200,165
62,30.5,80.25,193,172
63,30.75,77.75,238,127
64,30.75,78.0,218,147
65,30.75,78.25,242,123
66,30.75,78.5,226,139
67,30.75,78.75,206,159
68,30.75,79.0,175,190
69,30.75,79.25,187,178
70,30.75,79.5,196,169
71,30.75,79.75,193,172
72,30.75,80.0,192,173
73,31.0,78.0,237,128
74,31.0,78.25,218,147
75,31.0,78.5,203,162
76,31.0,78.75,199,166
77,31.0,79.0,175,190
78,31.0,79.25,184,181
79,31.0,79.5,188,177
80,31.0,79.75,192,173
81,31.25,78.25,224,141
82,31.25,79.0,174,191
