FID,Lat,Long,Dry_days,Wet_days
0,28.75,80.0,280,85
1,29.0,79.25,272,93
2,29.0,79.5,257,108
3,29.0,79.75,252,113
4,29.0,80.0,253,112
5,29.25,79.0,264,101
6,29.25,79.25,241,124
7,29.25,79.5,229,136
8,29.25,79.75,246,119
9,29.25,80.0,238,127
10,29.25,80.25,232,133
11,29.5,78.75,276,89
12,29.5,79.0,249,116
13,29.5,79.25,237,128
14,29.5,79.5,240,125
15,29.5,79.75,235,130
16,29.5,80.0,239,126
17,29.5,80.25,206,159
18,29.75,78.0,251,114
19,29.75,78.25,280,85
20,29.75,78.5,270,95
21,29.75,78.75,252,113
22,29.75,79.0,247,118
23,29.75,79.25,272,93
24,29.75,79.5,245,120
25,29.75,79.75,232,133
26,29.75,80.0,219,146
27,29.75,80.25,202,163
28,30.0,77.75,250,115
29,30.0,78.0,245,120
30,30.0,78.25,234,131
31,30.0,78.5,264,101
32,30.0,78.75,257,108
33,30.0,79.0,245,120
34,30.0,79.25,244,121
35,30.0,79.5,237,128
36,30.0,79.75,229,136
37,30.0,80.0,197,168
38,30.0,80.25,199,166
39,30.0,80.5,199,166
40,30.25,78.0,244,121
41,30.25,78.25,244,121
42,30.25,78.5,269,96
43,30.25,78.75,258,107
44,30.25,79.0,243,122
45,30.25,79.25,215,150
46,30.25,79.5,205,160
47,30.25,79.75,201,164
48,30.25,80.0,197,168
49,30.25,80.25,196,169
50,30.25,80.5,197,168
51,30.25,80.75,198,167
52,30.25,81.0,200,165
53,30.5,78.0,226,139
54,30.5,78.25,234,131
55,30.5,78.5,252,113
56,30.5,78.75,217,148
57,30.5,79.0,212,153
58,30.5,79.25,209,156
59,30.5,79.5,215,150
60,30.5,79.75,193,172
61,30.5,80.0,191,174
62,30.5,80.25,195,170
63,30.75,77.75,243,122
64,30.75,78.0,229,136
65,30.75,78.25,244,121
66,30.75,78.5,232,133
67,30.75,78.75,216,149
68,30.75,79.0,199,166
69,30.75,79.25,199,166
70,30.75,79.5,205,160
71,30.75,79.75,194,171
72,30.75,80.0,191,174
73,31.0,78.0,236,129
74,31.0,78.25,224,141
75,31.0,78.5,225,140
76,31.0,78.75,215,150
77,31.0,79.0,197,168
78,31.0,79.25,198,167
79,31.0,79.5,199,166
80,31.0,79.75,201,164
81,31.25,78.25,231,134
82,31.25,79.0,201,164
